"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
630,"NCT04292327","Clinical Progressive Characteristics and Treatment Effects of 2019-novel Coronavirus","2019-nCoV","Active, not recruiting","No Results Available","Pneumonia Caused by Human Coronavirus",,"Mortality|The time interval of Nucleic acid detection become negative","Fujian Provincial Hospital","All","18 Years to 75 Years   (Adult, Older Adult)",,"400","Other","Observational","Observational Model: Other|Time Perspective: Retrospective","KY-2020-24.01","January 1, 2020","April 30, 2020","July 31, 2020","March 3, 2020",,"March 3, 2020","Fujian Provincial Hospital, Fuzhou, Fujian, China",,"https://ClinicalTrials.gov/show/NCT04292327"
631,"NCT04420741","Infusion of Prostacyclin (Iloprost) vs Placebo for 72-hours in COVID-19 Patients With Respiratory Failure","COMBAT-COVID","Recruiting","No Results Available","COVID-19|Respiratory Failure","Drug: Iloprost|Drug: Isotonic saline","Mechanical ventilation free days|28 and 90-day mortality|Modified Sequential Organ Failure Assessment (SOFA)|Vasopressor free days|Renal replacement free days|Serious adverse reactions (SARs)|Serious adverse events (SAEs)","Pär Johansson|Rigshospitalet, Denmark","All","18 Years and older   (Adult, Older Adult)","Phase 2","80","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","COMBAT-COVID-19|2020-001296-33","June 15, 2020","May 31, 2021","May 31, 2021","June 9, 2020",,"June 23, 2020","Dept. of Anaesthesia and Intensive Care, Bispebjerg Hospital, Copenhagen, Denmark|Dept. of Intensive Care, Copenhagen University Hospital, Rigshospitalet, Copenhagen, Denmark|Dept. of Intensive Care, Copenhagen University Hospital Herlev, Herlev, Denmark|Dept. of Anaesthesia and Intensive Care, Nordsjaelands Hospital, Hillerød, Denmark|Dept. of Anaesthesia and Intensive Care, Hvidovre Hospital, Hvidovre, Denmark",,"https://ClinicalTrials.gov/show/NCT04420741"
632,"NCT04338347","CAP-1002 in Severe COVID-19 Disease",,"Available","No Results Available","COVID-19","Biological: CAP-1002 Allogeneic Cardiosphere-Derived Cells",,"Capricor Inc.","All","18 Years and older   (Adult, Older Adult)",,,"Industry","Expanded Access:Intermediate-size Population|Treatment IND/Protocol",,"CAP-1002-COVID-19",,,,"April 8, 2020",,"May 27, 2020","Cedars-Sinai Medical Center, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT04338347"
633,"NCT04446377","A Study of LAM-002A for the Prevention of Progression of COVID-19",,"Not yet recruiting","No Results Available","COVID-19 Disease","Drug: Apilimod Dimesylate Capsule|Other: Placebo","Viral Load Change|Viral Load AUC|Safety and Tolerability","AI Therapeutics, Inc.|Yale University","All","18 Years and older   (Adult, Older Adult)","Phase 2","142","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","LAM-002A-CVD-CLN01","June 29, 2020","December 31, 2020","January 31, 2021","June 24, 2020",,"June 24, 2020","Yale University, New Haven, Connecticut, United States",,"https://ClinicalTrials.gov/show/NCT04446377"
634,"NCT04397614","Mobile Health Study and Enhanced Symptom Monitoring in COVID-19 Cancer Patients",,"Not yet recruiting","No Results Available","Sars-CoV2|Covid-19","Other: mHealth Assessments","Percentage of ecological momentary assessments completed|Percentage of satisfied mHealth app users|Proportion of manifestation of severe disease|Proportion of treatment-related toxicity|Proportion of hospitalization|Proportion of COVID-19 related mortality","University of Oklahoma","All","18 Years and older   (Adult, Older Adult)",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","COVID-19 Mobile Health","June 2020","December 2021","December 2021","May 21, 2020",,"May 21, 2020","Stephenson Cancer Center, Oklahoma City, Oklahoma, United States",,"https://ClinicalTrials.gov/show/NCT04397614"
635,"NCT04348942","A COVID-19 Symptom, Exposure and Immune Response Registry",,"Recruiting","No Results Available","COVID-19",,"Registry Data","ObvioHealth","All","18 Years and older   (Adult, Older Adult)",,"10000","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","OBVIO-OBV-001","May 29, 2020","May 1, 2021","May 1, 2021","April 16, 2020",,"June 9, 2020","ObvioHealth, Orlando, Florida, United States",,"https://ClinicalTrials.gov/show/NCT04348942"
636,"NCT04429828","COVID-19 Psychological Wellbeing for Healthcare Students","PoWerS","Not yet recruiting","No Results Available","Psychological Wellbeing","Other: COVID-19 e-package: Psychological wellbeing for healthcare workers","Qualitative Interviews with Healthcare Students|Warwick-Edinburgh Mental Wellbeing Scale|Single Item Measure of Global Job Stressfulness (Houdmont et al, 2019)|Single Item Global Job Satisfaction Measure (Dolbier et al, 2005)|Single Item Measure of Presenteeism (Aronsson & Gustafsson, 2004)|Single Item Measure of Turnover intentions|Work Engagement (Shaufeli et al, 2006)","University of Nottingham","All","Child, Adult, Older Adult","Not Applicable","45","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","PoWerS_June2020","June 13, 2020","September 30, 2020","December 30, 2020","June 12, 2020",,"June 12, 2020",,,"https://ClinicalTrials.gov/show/NCT04429828"
637,"NCT04371289","Predictors of Cardiovascular Risk in Covid-19 Patients During Acute Disease and at Short Term Follow-up","CARDICoVRISK","Not yet recruiting","No Results Available","COVID-19|Cardiovascular Risk Factor",,"Predictive modeling of in-hospital outcome|Clinical, pathophysiological and molecular mechanisms|Short -Term Sequelae","Istituto Auxologico Italiano","All","18 Years and older   (Adult, Older Adult)",,"5500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CE_2020_03_26_02","April 2020","July 10, 2020","September 10, 2020","May 1, 2020",,"May 1, 2020","Istituto Auxologico Italiano, Milan, Italy",,"https://ClinicalTrials.gov/show/NCT04371289"
638,"NCT04383626","Fear Among Dentists During COVID-19 Pandemic",,"Completed","No Results Available","COVID",,"fear among dentist during COVID 19 epidemic|practice modification among dentist during COVID 19 epidemic","Cairo University","All","20 Years and older   (Adult, Older Adult)",,"216","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","COVID-19 pandemic","March 2, 2020","April 5, 2020","May 5, 2020","May 12, 2020",,"May 12, 2020","Cairo University, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT04383626"
639,"NCT04364009","Anakinra for COVID-19 Respiratory Symptoms","ANACONDA","Recruiting","No Results Available","COVID-19 Infection|ANAKINRA Treatment|Optimized Standard of Care (oSOC)","Drug: Anakinra plus oSOC|Drug: oSOC","Treatment success|OMS progression scale (on a 7 point ordinal scale)|Overall survival|Time to ICU admission|Time to ventilatory support|Change in National Early Warning Score (NEW)from baseline to Day 3, Day 10, Day 14 and Day 28|Change in inflammatory parameter|Hospital length of stay|ICU parameter|Number of participants with treatment-related adverse events as assessed by CTCAE v4.0|Predictors of efficacy of Anakinra","University Hospital, Tours|INSERM CIC-P 1415, University Hospital Center of Tours|Swedish Orphan Biovitrum (SOBI)","All","18 Years and older   (Adult, Older Adult)","Phase 3","240","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ANACONDA-COVID-19|2020-001734-36|DR200111","April 27, 2020","September 10, 2020","September 24, 2020","April 27, 2020",,"May 14, 2020","CHRU de TOURS, Tours, France",,"https://ClinicalTrials.gov/show/NCT04364009"
640,"NCT04389645","Interferon Gamma Induced Protein 10 (IP-10) in a Clinical Decision Support Protocol in COVID-19 Patients",,"Completed","No Results Available","COVID-19","Diagnostic Test: IP-10 in CDS protocol","IP-10 levels","MeMed Diagnostics Ltd.","All","18 Years and older   (Adult, Older Adult)",,"52","Industry","Observational",,"MM-5000-BV","April 7, 2020","May 12, 2020","May 12, 2020","May 15, 2020",,"May 15, 2020","Rabin Medical Center, Petach Tikva, Israel",,"https://ClinicalTrials.gov/show/NCT04389645"
641,"NCT04452942","Cytokine and Eicosanoid Mediators in Coronavirus Disease 2019 (COVID-19)",,"Not yet recruiting","No Results Available","COVID-19",,"Changes on eicosanoid lipid mediators|Changes on plasma levels of a panel of 40 human cytokines and chemokines|Severe clinical outcome","EicOsis Human Health Inc.","All","18 Years and older   (Adult, Older Adult)",,"30","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","EC1153-2-01","July 2020","September 2020","April 2021","July 1, 2020",,"July 1, 2020","Stony Brook University Hospital, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT04452942"
642,"NCT04363034","Arkansas Expanded Access COVID-19 Convalescent Plasma Treatment Program",,"Available","No Results Available","COVID-19","Biological: Convalescent Plasma",,"University of Arkansas","All","18 Years and older   (Adult, Older Adult)",,,"Other","Expanded Access:Intermediate-size Population",,"260944",,,,"April 27, 2020",,"April 29, 2020",,,"https://ClinicalTrials.gov/show/NCT04363034"
643,"NCT04359511","Efficacy and Safety of Corticosteroids in Oxygen-dependent Patients With COVID-19 Pneumonia","CORTICOVIDHUGO","Not yet recruiting","No Results Available","COVID-19","Drug: Prednisone|Drug: Hydrocortisone","Clinical improvement defined by the improvement of 2 points on a 7-category ordinal scale, at 14 days.|Proportion of patients free of oxygen at day 14 and 28|Proportion of patients discharged alive from hospital at day 14 and 28|Time to discharge for patients alive|Proportion of patients that were hospitalized to ICU or who died at day 14 and 28|14 and 28 day mortality rate|The time until weaning from oxygen therapy|The proportion of patients with clinical degradation of at least 1 point on the ordinal scale to 7 categories on D14 and D28","University Hospital, Tours","All","18 Years and older   (Adult, Older Adult)","Phase 3","210","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","CORTI-COVID-19-HUGO|DR200136","June 2020","December 2020","December 2020","April 24, 2020",,"June 4, 2020",,,"https://ClinicalTrials.gov/show/NCT04359511"
644,"NCT04426344","Core Warming of COVID-19 Patients",,"Not yet recruiting","No Results Available","COVID 19","Device: ensoETM device","Viral load measured in tracheal aspirate 72 hours after initiation of core warming|PaO2/FiO2 ratio 72 hours after initiation of core warming|Duration of mechanical ventilation","Washington University School of Medicine","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","202005150","June 2020","November 2020","November 2020","June 11, 2020",,"June 11, 2020","Barnes-Jewish Hospital, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT04426344"
645,"NCT04371835","COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings",,"Not yet recruiting","No Results Available","HIV-infection/Aids|Coronavirus Infection",,"Clinical features of symptomatic COVID-19 in people living with HIV (PLWH)|Clinical outcomes of symptomatic COVID-19 in PLWH|Seroprevalence of COVID-19 in all parent study participants","Kirby Institute|University of Witwatersrand, South Africa|University of Liverpool|Université Montpellier|UNITAID","All","18 Years and older   (Adult, Older Adult)",,"1500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2020-04-COHIVE","May 15, 2020","December 31, 2021","December 31, 2021","May 1, 2020",,"May 1, 2020",,,"https://ClinicalTrials.gov/show/NCT04371835"
646,"NCT04358380","Liver Injury in Patients With COVID-19",,"Enrolling by invitation","No Results Available","Liver Injury","Other: Liver injury","Liver injury in patients with COVID-19|Prognostic factors associated with death|Clinical characteristics of patients who developed liver injury","Austral University, Argentina","All","17 Years and older   (Child, Adult, Older Adult)",,"34","Other","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","CIE N° P 20-011","April 15, 2020","December 31, 2020","December 31, 2020","April 24, 2020",,"June 23, 2020","Universidad Austral, Pilar, Buenos Aires, Argentina",,"https://ClinicalTrials.gov/show/NCT04358380"
647,"NCT04410510","P2Et Extract in the Symptomatic Treatment of Subjects With COVID-19",,"Not yet recruiting","No Results Available","COVID|Coronavirus Infection|SARS-CoV 2|COVID19","Drug: P2Et (Caesalpinia spinosa extract)|Other: Placebo","Evaluate the efficacy of P2Et in reducing the length of hospital stay of patients with clinical suspicion or confirmed case of COVID-19|Efficacy of P2Et in reducing the time to clinically significant improvement in patients with clinical suspicion or confirmed case of COVID-19|Proportion of patients with clinical suspicion or confirmed case of COVID-19, who achieve clinical improvement after 14 days of treatment|Proportion of patients with clinical suspicion or confirmed case of COVID-19, who achieve clinical improvement after 28 days of treatment|Efficacy of P2Et in reducing the proportion of hospitalized patients with clinical suspicion or confirmed case of COVID-19 who require admission to the ICU due to worsening clinical symptoms.|Efficacy of P2Et in reducing the proportion of patients with clinical suspicion or confirmed case of COVID-19 who die from the disease.|Incidence of Treatment-Emergent Adverse Events (Safety and Tolerability) of the P2Et in patients with COVID-19","Hospital Universitario San Ignacio|Pontificia Universidad Javeriana","All","18 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Supportive Care","CS002-COVID19","June 2020","December 2020","June 2021","June 1, 2020",,"June 2, 2020",,,"https://ClinicalTrials.gov/show/NCT04410510"
